nGrover,r,AngleFrac,Bias,NumSamp,NumEnd
129.0,43.0,0.2682926829268293,-0.00021605345966419173,10000.0,844.0
129.0,43.0,0.29268292682926833,-0.0004692149927075244,10000.0,256.0
129.0,43.0,0.3170731707317073,-0.0007112906400943485,10000.0,43.0
129.0,43.0,0.34146341463414637,-0.0009625212015674789,10000.0,3.0
129.0,43.0,0.36585365853658536,,10000.0,0.0
129.0,43.0,0.3902439024390244,,10000.0,0.0
129.0,43.0,0.41463414634146345,,10000.0,0.0
129.0,43.0,0.43902439024390244,,10000.0,0.0
129.0,43.0,0.4634146341463415,,10000.0,0.0
129.0,43.0,0.4878048780487805,,10000.0,0.0
129.0,43.0,0.5121951219512195,,10000.0,0.0
129.0,43.0,0.5365853658536586,,10000.0,0.0
129.0,43.0,0.5609756097560976,,10000.0,0.0
129.0,43.0,0.5853658536585367,,10000.0,0.0
129.0,43.0,0.6097560975609756,,10000.0,0.0
129.0,43.0,0.6341463414634146,,10000.0,0.0
129.0,43.0,0.6585365853658537,,10000.0,0.0
129.0,43.0,0.6829268292682927,,10000.0,0.0
129.0,43.0,0.7073170731707318,,10000.0,0.0
129.0,43.0,0.7317073170731707,,10000.0,0.0
129.0,43.0,0.7560975609756098,,10000.0,0.0
129.0,43.0,0.7804878048780488,,10000.0,0.0
129.0,43.0,0.8048780487804879,,10000.0,0.0
129.0,43.0,0.8292682926829269,,10000.0,0.0
129.0,43.0,0.8536585365853658,,10000.0,0.0
129.0,43.0,0.8780487804878049,,10000.0,0.0
129.0,43.0,0.9024390243902439,,10000.0,0.0
129.0,43.0,0.926829268292683,,10000.0,0.0
129.0,43.0,0.951219512195122,,10000.0,0.0
129.0,43.0,0.975609756097561,,10000.0,0.0
130.0,43.0,0.024390243902439025,,10000.0,0.0
130.0,43.0,0.04878048780487805,,10000.0,0.0
130.0,43.0,0.07317073170731708,,10000.0,0.0
130.0,43.0,0.0975609756097561,,10000.0,0.0
130.0,43.0,0.12195121951219512,,10000.0,0.0
130.0,43.0,0.14634146341463417,,10000.0,0.0
130.0,43.0,0.17073170731707318,,10000.0,0.0
130.0,43.0,0.1951219512195122,,10000.0,0.0
130.0,43.0,0.21951219512195122,,10000.0,0.0
130.0,43.0,0.24390243902439024,,10000.0,0.0
130.0,43.0,0.2682926829268293,,10000.0,0.0
130.0,43.0,0.29268292682926833,,10000.0,0.0
130.0,43.0,0.3170731707317073,,10000.0,0.0
130.0,43.0,0.34146341463414637,,10000.0,0.0
130.0,43.0,0.36585365853658536,,10000.0,0.0
130.0,43.0,0.3902439024390244,,10000.0,0.0
130.0,43.0,0.41463414634146345,,10000.0,0.0
130.0,43.0,0.43902439024390244,,10000.0,0.0
130.0,43.0,0.4634146341463415,,10000.0,0.0
130.0,43.0,0.4878048780487805,,10000.0,0.0
130.0,43.0,0.5121951219512195,,10000.0,0.0
130.0,43.0,0.5365853658536586,,10000.0,0.0
130.0,43.0,0.5609756097560976,,10000.0,0.0
130.0,43.0,0.5853658536585367,,10000.0,0.0
130.0,43.0,0.6097560975609756,,10000.0,0.0
130.0,43.0,0.6341463414634146,,10000.0,0.0
130.0,43.0,0.6585365853658537,,10000.0,0.0
130.0,43.0,0.6829268292682927,,10000.0,0.0
130.0,43.0,0.7073170731707318,,10000.0,0.0
130.0,43.0,0.7317073170731707,,10000.0,0.0
130.0,43.0,0.7560975609756098,,10000.0,0.0
130.0,43.0,0.7804878048780488,,10000.0,0.0
130.0,43.0,0.8048780487804879,,10000.0,0.0
130.0,43.0,0.8292682926829269,,10000.0,0.0
130.0,43.0,0.8536585365853658,,10000.0,0.0
130.0,43.0,0.8780487804878049,,10000.0,0.0
130.0,43.0,0.9024390243902439,,10000.0,0.0
130.0,43.0,0.926829268292683,,10000.0,0.0
130.0,43.0,0.951219512195122,,10000.0,0.0
130.0,43.0,0.975609756097561,,10000.0,0.0
131.0,43.0,0.024390243902439025,,10000.0,0.0
131.0,43.0,0.04878048780487805,,10000.0,0.0
131.0,43.0,0.07317073170731708,,10000.0,0.0
131.0,43.0,0.0975609756097561,,10000.0,0.0
131.0,43.0,0.12195121951219512,,10000.0,0.0
131.0,43.0,0.14634146341463417,,10000.0,0.0
131.0,43.0,0.17073170731707318,,10000.0,0.0
131.0,43.0,0.1951219512195122,,10000.0,0.0
131.0,43.0,0.21951219512195122,,10000.0,0.0
131.0,43.0,0.24390243902439024,,10000.0,0.0
131.0,43.0,0.2682926829268293,,10000.0,0.0
131.0,43.0,0.29268292682926833,,10000.0,0.0
131.0,43.0,0.3170731707317073,,10000.0,0.0
131.0,43.0,0.34146341463414637,,10000.0,0.0
131.0,43.0,0.36585365853658536,,10000.0,0.0
131.0,43.0,0.3902439024390244,,10000.0,0.0
131.0,43.0,0.41463414634146345,,10000.0,0.0
131.0,43.0,0.43902439024390244,,10000.0,0.0
131.0,43.0,0.4634146341463415,,10000.0,0.0
131.0,43.0,0.4878048780487805,,10000.0,0.0
131.0,43.0,0.5121951219512195,,10000.0,0.0
131.0,43.0,0.5365853658536586,,10000.0,0.0
131.0,43.0,0.5609756097560976,,10000.0,0.0
131.0,43.0,0.5853658536585367,,10000.0,0.0
131.0,43.0,0.6097560975609756,,10000.0,0.0
131.0,43.0,0.6341463414634146,,10000.0,0.0
131.0,43.0,0.6585365853658537,0.0009361806877116602,10000.0,6.0
131.0,43.0,0.6829268292682927,0.0006882110574419908,10000.0,77.0
131.0,43.0,0.7073170731707318,0.00043675716787027337,10000.0,360.0
131.0,43.0,0.7317073170731707,0.00018806841876687198,10000.0,1077.0
131.0,43.0,0.7560975609756098,-6.193842056650159e-05,10000.0,1298.0
131.0,43.0,0.7804878048780488,-0.000301296897666224,10000.0,760.0
131.0,43.0,0.8048780487804879,-0.00042364978943005524,10000.0,199.0
131.0,43.0,0.8292682926829269,3.2231340040169216e-05,10000.0,67.0
131.0,43.0,0.8536585365853658,0.0005405632696276944,10000.0,314.0
131.0,43.0,0.8780487804878049,0.00031320454519750057,10000.0,2524.0
